key,sres_1,sres_2,sres_3,sres_4,sres_5,sres_6,sres_7,sres_8,sres_9,sum
AMBARI-19248,0,0,0,0,0,0,0,0,0,0
AMBARI-19241,0,0,1,0,0,0,0,2,0,3
AMBARI-19187,0,0,0,0,0,0,0,0,0,0
AMBARI-19066,0,1,1,0,0,2,0,1,0,5
AMBARI-19044,0,0,2,0,0,0,0,0,0,2
AMBARI-19019,0,0,1,0,0,0,0,0,0,1
AMBARI-19018,0,0,0,0,0,1,0,2,1,3
AMBARI-19007,0,0,0,0,0,0,0,0,0,0
AMBARI-18987,0,0,0,0,0,0,0,2,0,2
AMBARI-18852,0,0,0,0,0,0,0,0,0,0
AMBARI-18818,0,0,0,0,0,0,0,0,0,0
AMBARI-18587,0,0,1,0,0,1,0,0,0,2
AMBARI-18297,0,0,0,0,0,0,0,0,0,0
AMBARI-18281,0,0,0,0,0,0,0,0,0,0
AMBARI-18141,0,0,1,1,0,0,0,0,0,2
AMBARI-18102,0,0,0,0,0,1,0,0,0,1
AMBARI-18065,0,0,1,0,0,0,0,0,0,1
AMBARI-18051,0,0,0,0,0,1,0,2,1,3
AMBARI-18050,0,0,0,0,0,0,0,1,0,1
AMBARI-18049,0,0,0,0,0,0,0,2,0,2
AMBARI-17995,0,0,1,0,0,1,0,0,0,2
AMBARI-17994,0,0,0,0,0,0,0,0,0,0
AMBARI-17985,0,0,0,0,0,0,0,0,0,0
AMBARI-17984,0,0,0,0,0,0,0,0,0,0
AMBARI-17752,0,0,1,0,0,0,0,0,0,1
AMBARI-17708,0,0,1,0,0,0,0,0,0,1
AMBARI-17706,0,0,1,0,0,1,0,0,0,2
AMBARI-17352,0,0,1,0,0,0,0,0,0,1
AMBARI-17241,0,0,0,0,0,1,0,2,0,3
AMBARI-17092,0,0,1,0,0,0,0,0,0,1
AMBARI-17041,0,0,1,0,0,0,0,1,0,2
AMBARI-17024,0,0,0,0,0,0,0,0,0,0
AMBARI-17023,0,0,1,0,0,0,1,2,0,4
AMBARI-16937,0,0,0,0,0,1,0,1,0,2
AMBARI-16884,0,0,0,0,0,0,0,2,0,2
AMBARI-16882,2,0,0,0,0,0,0,2,0,4
AMBARI-16880,0,0,1,0,0,1,0,1,0,3
AMBARI-16879,0,0,0,0,0,1,0,1,0,2
AMBARI-16878,0,0,1,0,0,0,0,1,0,2
AMBARI-16877,0,0,0,0,0,1,0,0,0,1
AMBARI-16864,0,0,1,0,0,0,0,0,0,1
AMBARI-16753,0,0,1,0,0,0,0,0,0,1
AMBARI-16745,0,0,0,0,0,0,0,0,0,0
AMBARI-16153,0,0,1,0,0,0,0,0,0,1
AMBARI-16074,0,0,0,0,0,0,0,0,0,0
AMBARI-15933,0,0,1,0,0,0,0,0,0,1
AMBARI-15875,0,1,1,0,0,0,0,3,0,5
AMBARI-15752,0,0,0,0,0,0,0,0,0,0
AMBARI-15612,0,0,0,0,0,0,0,0,0,0
AMBARI-15554,0,0,1,0,0,1,0,0,0,2
AMBARI-15265,0,0,0,0,0,0,0,0,0,0
AMBARI-15241,0,0,0,0,0,1,0,0,0,1
AMBARI-15133,0,0,0,0,0,0,0,0,0,0
AMBARI-15105,0,0,1,0,0,0,0,0,0,1
ATLAS-3324,0,0,0,0,0,0,0,0,0,0
ATLAS-3290,0,0,0,1,0,0,0,2,0,3
ATLAS-3284,0,0,0,0,0,1,0,0,0,1
ATLAS-3257,0,0,0,0,0,1,0,0,0,1
ATLAS-3236,0,0,1,0,0,0,0,1,0,2
ATLAS-3230,0,0,1,0,0,0,0,0,0,1
ATLAS-3226,0,0,0,1,0,1,0,0,0,2
ATLAS-3214,0,0,0,0,0,0,0,0,0,0
ATLAS-3207,0,0,0,0,0,0,0,1,0,1
ATLAS-3197,0,0,0,0,0,0,0,0,0,0
ATLAS-3185,0,0,1,0,0,2,0,0,0,3
ATLAS-3184,0,1,0,0,0,1,0,1,0,3
ATLAS-3183,0,0,1,0,0,1,0,0,0,2
ATLAS-3148,0,0,1,0,0,0,0,0,0,1
ATLAS-3133,0,0,0,0,0,1,0,0,0,1
ATLAS-3110,0,0,0,0,0,0,0,0,0,0
ATLAS-3081,0,0,1,0,0,0,0,0,0,1
ATLAS-3071,0,0,1,0,0,0,0,1,0,2
ATLAS-3057,0,0,2,0,0,0,0,0,0,2
ATLAS-3047,0,0,0,0,0,0,0,0,0,0
ATLAS-2973,0,0,1,0,0,0,0,0,0,1
ATLAS-2972,0,0,0,0,0,0,0,1,0,1
ATLAS-2915,0,0,1,0,0,0,0,0,0,1
ATLAS-2896,0,0,1,0,0,0,0,0,0,1
ATLAS-2889,0,0,1,0,0,0,0,0,0,1
ATLAS-2881,0,0,1,0,0,1,0,0,0,2
ATLAS-2822,1,0,0,0,0,2,0,1,0,4
ATLAS-2790,0,0,1,0,0,0,0,0,0,1
ATLAS-2789,0,0,0,0,0,1,0,0,0,1
ATLAS-2774,0,0,0,0,0,1,0,0,0,1
ATLAS-2724,0,0,0,0,0,1,0,0,0,1
ATLAS-2718,0,0,1,0,0,0,0,0,0,1
ATLAS-2709,0,0,0,0,0,0,0,0,0,0
ATLAS-2708,0,0,1,0,0,0,0,0,0,1
ATLAS-2694,0,0,0,1,0,1,0,0,0,2
ATLAS-2563,0,0,1,0,0,0,0,0,0,1
ATLAS-2534,0,0,1,0,0,0,0,0,0,1
ATLAS-2488,0,0,0,0,0,0,0,2,0,2
ATLAS-2469,0,0,0,0,0,1,0,0,0,1
ATLAS-2457,0,0,1,0,0,0,0,0,0,1
ATLAS-2298,0,0,1,0,0,0,0,0,0,1
ATLAS-2135,0,0,2,0,0,1,0,0,0,3
ATLAS-2123,0,0,0,0,0,0,0,0,0,0
ATLAS-2122,0,0,0,0,0,0,0,0,0,0
ATLAS-2116,0,0,0,0,0,1,0,0,0,1
ATLAS-2095,0,0,0,0,0,0,0,0,0,0
ATLAS-2094,0,0,0,0,0,0,0,1,0,1
ATLAS-2093,0,0,0,0,0,0,0,0,0,0
ATLAS-2059,0,0,1,0,0,0,0,0,0,1
ATLAS-2013,0,0,0,0,0,0,0,0,0,0
ATLAS-2012,0,0,0,0,0,0,0,0,0,0
ATLAS-1962,0,0,1,0,0,0,0,1,0,2
ATLAS-1959,0,0,0,0,0,0,0,0,0,0
ATLAS-1955,0,0,0,0,0,1,0,0,0,1
ATLAS-1907,0,0,0,0,0,1,0,1,1,2
ATLAS-1892,0,0,0,0,0,0,0,0,0,0
ATLAS-1869,0,0,0,0,0,0,0,0,0,0
ATLAS-1856,0,0,1,0,0,2,0,0,0,3
ATLAS-1849,0,0,0,0,0,0,0,2,0,2
ATLAS-1847,0,0,0,0,0,0,0,0,0,0
ATLAS-1846,0,0,0,1,0,0,0,0,0,1
ATLAS-1845,0,0,1,0,0,0,0,0,0,1
ATLAS-1838,0,0,0,0,0,0,0,0,0,0
ATLAS-1831,0,0,1,0,0,0,0,0,0,1
ATLAS-1829,0,0,1,0,0,0,0,0,0,1
ATLAS-1828,0,0,1,0,0,0,0,0,0,1
ATLAS-1807,0,0,0,0,0,0,0,0,0,0
ATLAS-1775,0,0,1,0,0,0,0,0,0,1
ATLAS-1774,0,0,1,0,0,0,0,0,0,1
ATLAS-1773,0,0,0,0,0,0,0,0,0,0
ATLAS-1772,0,0,0,0,0,0,0,0,0,0
ATLAS-1768,0,0,0,0,0,0,0,1,0,1
ATLAS-1765,0,0,1,1,0,0,0,0,0,2
ATLAS-1764,0,0,0,0,0,0,0,0,0,0
ATLAS-1754,0,0,1,0,0,0,0,0,0,1
ATLAS-1748,0,0,1,0,0,0,0,0,0,1
ATLAS-1712,0,0,0,0,0,0,0,0,0,0
ATLAS-1711,0,0,1,0,0,0,0,0,0,1
ATLAS-1696,0,0,1,0,0,0,0,0,0,1
ATLAS-1695,0,0,1,1,0,0,0,0,0,2
ATLAS-1694,0,0,1,0,0,0,0,0,0,1
ATLAS-1662,0,0,1,0,0,1,0,0,0,2
ATLAS-1503,0,0,1,0,0,1,0,1,0,3
ATLAS-1390,0,0,2,0,0,1,0,0,0,3
ATLAS-1389,0,0,1,0,0,0,0,0,0,1
ATLAS-1385,0,0,0,0,0,0,0,1,0,1
ATLAS-1300,0,0,0,0,0,0,0,0,0,0
ATLAS-1277,0,0,1,0,0,0,0,0,0,1
ATLAS-1254,0,0,0,0,0,0,0,0,0,0
ATLAS-1252,0,0,0,0,1,1,0,5,0,7
ATLAS-1244,0,0,0,0,0,0,0,0,0,0
ATLAS-1242,0,0,0,0,0,0,0,0,0,0
ATLAS-1234,0,0,1,0,0,1,0,0,0,2
ATLAS-1213,0,0,0,0,0,0,0,0,0,0
ATLAS-1211,0,0,0,0,0,2,0,0,0,2
ATLAS-1202,0,0,1,0,0,0,0,0,0,1
ATLAS-1186,0,0,0,0,0,0,0,0,0,0
ATLAS-1174,0,0,0,0,0,0,0,0,0,0
ATLAS-1158,0,0,0,0,0,0,0,0,0,0
ATLAS-1109,0,0,1,1,0,0,0,0,0,2
ATLAS-1101,0,1,1,0,0,0,0,1,0,3
ATLAS-1095,0,0,0,0,0,0,0,0,0,0
ATLAS-1061,0,0,0,0,0,0,0,0,0,0
ATLAS-1055,0,0,0,0,0,0,0,1,0,1
ATLAS-1054,0,0,0,0,0,0,0,0,0,0
ATLAS-872,0,0,1,0,0,0,0,0,0,1
ATLAS-856,0,0,1,0,0,0,0,0,0,1
ATLAS-835,0,0,0,0,0,0,0,0,0,0
ATLAS-737,0,0,0,0,0,1,0,0,0,1
ATLAS-638,0,0,0,1,0,0,0,0,0,1
ATLAS-599,0,0,1,0,0,0,0,0,0,1
ATLAS-569,0,0,1,0,0,0,0,0,0,1
ATLAS-561,0,0,1,0,0,1,0,1,0,3
ATLAS-541,0,0,0,0,0,0,0,0,0,0
ATLAS-510,0,0,0,0,0,0,0,0,0,0
ATLAS-502,0,0,0,0,0,0,0,0,0,0
ATLAS-501,0,0,0,0,0,0,0,0,1,0
ATLAS-498,0,0,1,0,0,0,0,0,0,1
ATLAS-497,0,0,0,0,0,0,0,1,0,1
ATLAS-495,0,0,0,0,0,0,0,0,0,0
ATLAS-494,0,0,0,0,0,0,0,0,0,0
ATLAS-493,0,0,1,0,0,0,1,1,0,3
ATLAS-492,0,0,1,0,0,0,0,0,0,1
ATLAS-491,0,0,1,0,0,0,0,0,0,1
ATLAS-248,0,0,0,0,0,0,0,0,0,0
ATLAS-247,0,0,1,0,0,0,0,0,0,1
ATLAS-172,0,0,0,0,0,0,0,0,0,0
ATLAS-164,0,0,0,0,0,0,0,0,0,0
ATLAS-156,0,0,0,0,0,0,0,0,0,0
ATLAS-151,0,0,0,0,0,0,0,0,0,0
ATLAS-150,0,0,1,0,0,0,0,0,0,1
ATLAS-149,0,0,1,0,0,0,0,0,0,1
ATLAS-138,0,0,1,0,0,0,0,1,0,2
ATLAS-127,0,0,0,0,0,0,0,0,0,0
ATLAS-123,0,0,0,0,0,0,0,0,0,0
ATLAS-122,0,0,0,0,0,1,0,0,0,1
ATLAS-112,0,0,0,0,0,0,0,0,0,0
ATLAS-111,0,0,0,0,0,0,0,0,0,0
ATLAS-108,0,0,1,0,0,0,0,1,0,2
ATLAS-107,0,0,0,0,0,0,0,0,0,0
ATLAS-77,0,0,0,0,0,0,0,1,0,1
ATLAS-76,0,0,1,0,0,1,0,0,0,2
ATLAS-75,0,0,1,0,0,1,0,0,0,2
ATLAS-73,0,0,0,0,0,0,0,0,0,0
ATLAS-69,0,0,0,1,0,0,0,0,0,1
ATLAS-55,0,0,1,0,0,0,0,0,0,1
ATLAS-47,0,0,0,0,0,0,0,0,0,0
ATLAS-28,0,0,1,0,0,0,0,0,0,1
ATLAS-5,0,0,2,0,0,0,0,0,0,2
BATIK-1104,0,0,0,0,0,2,0,1,0,3
BATIK-1093,0,0,1,0,0,1,0,0,0,2
BATIK-1092,0,0,1,0,0,1,0,0,0,2
BATIK-1066,0,0,1,0,0,0,0,0,0,1
BATIK-1044,0,0,0,0,1,0,0,0,0,1
BCEL-322,0,0,0,0,0,0,0,0,0,0
BCEL-318,0,0,0,0,0,0,0,0,0,0
BCEL-305,0,1,0,0,1,0,0,0,0,2
BCEL-301,0,0,1,0,0,0,0,0,0,1
BCEL-300,0,0,1,0,0,0,0,0,0,1
BCEL-292,0,0,0,0,0,0,0,0,0,0
BCEL-224,0,0,0,0,1,0,0,0,0,1
BCEL-223,0,0,0,0,1,0,0,0,0,1
BEAM-7746,0,0,0,0,0,0,0,0,0,0
BEAM-7741,0,0,0,0,0,0,0,0,0,0
BEAM-7740,0,0,0,0,0,0,0,0,0,0
BEAM-7739,0,0,0,0,0,0,0,0,0,0
BEAM-7738,0,0,0,0,0,0,0,1,0,1
BEAM-7730,0,0,0,0,0,0,0,0,0,0
BEAM-7728,0,0,0,0,0,0,0,0,0,0
BEAM-7718,0,0,1,0,0,0,0,0,0,1
BEAM-7711,0,0,0,0,0,0,0,1,0,1
BEAM-7692,0,0,0,0,0,0,0,1,1,1
BEAM-7685,0,0,0,0,0,1,0,0,0,1
BEAM-7626,0,0,0,0,0,0,0,2,0,2
BEAM-7577,0,0,0,0,0,0,0,0,0,0
BEAM-7576,0,0,1,0,0,0,0,0,0,1
BEAM-7555,0,0,0,0,0,0,0,0,0,0
BEAM-7545,0,0,1,0,0,0,0,0,0,1
BEAM-7538,0,0,0,0,0,0,0,2,1,2
BEAM-7513,0,0,0,0,0,0,0,0,0,0
BEAM-7495,0,0,0,0,0,1,0,0,0,1
BEAM-7492,0,0,0,0,0,0,0,0,0,0
BEAM-7488,0,0,1,0,0,0,0,0,0,1
BEAM-7484,0,0,1,0,0,1,0,0,0,2
BEAM-7462,0,0,1,0,0,0,0,0,0,1
BEAM-7452,0,0,0,0,0,0,0,2,0,2
BEAM-7450,0,0,0,0,0,0,0,0,0,0
BEAM-7445,0,0,0,0,0,0,0,0,0,0
BEAM-7443,0,0,0,0,0,0,0,0,0,0
BEAM-7425,0,0,1,0,0,0,0,1,0,2
BEAM-7395,0,0,0,0,0,1,0,0,0,1
BEAM-7383,0,0,1,0,0,1,0,0,0,2
BEAM-7373,0,0,1,0,0,0,0,0,0,1
BEAM-7364,0,0,0,0,0,0,0,0,0,0
BEAM-7358,0,0,0,0,0,1,0,0,0,1
BEAM-7355,0,0,0,0,0,1,0,0,0,1
BEAM-7342,0,0,0,0,0,0,0,0,0,0
BEAM-7306,0,0,0,0,0,0,0,0,0,0
BEAM-7305,0,0,1,0,0,0,0,0,0,1
BEAM-7304,0,0,0,0,0,0,0,0,0,0
BEAM-7280,0,0,0,0,0,0,0,0,0,0
BEAM-7259,0,0,1,0,0,0,0,0,0,1
BEAM-7249,0,0,0,0,0,0,0,0,0,0
BEAM-7236,0,0,0,0,0,1,0,0,0,1
BEAM-7233,0,0,1,0,0,0,0,0,0,1
BEAM-7222,0,0,0,0,0,0,0,0,0,0
BEAM-7221,0,0,0,0,0,0,0,0,0,0
BEAM-7219,0,0,0,0,0,0,0,0,0,0
BEAM-7214,0,0,0,0,0,0,0,0,0,0
BEAM-7212,0,0,1,0,0,0,0,0,0,1
BEAM-7191,0,0,0,0,0,1,0,0,0,1
BEAM-7165,0,0,0,0,0,0,0,0,0,0
BEAM-7164,0,0,1,0,0,0,0,0,0,1
BEAM-7159,0,0,0,0,0,0,0,0,0,0
BEAM-7157,0,0,0,0,0,1,0,0,0,1
BEAM-7146,0,0,0,0,0,0,0,1,0,1
BEAM-7145,0,0,0,0,0,0,0,0,0,0
BEAM-7142,0,0,1,0,0,1,0,0,0,2
BEAM-7108,0,0,0,0,0,1,0,0,0,1
BEAM-7093,0,0,0,0,0,0,0,0,0,0
BEAM-7072,0,0,1,0,0,0,0,0,0,1
BEAM-7058,0,0,0,0,0,0,0,0,0,0
BEAM-7055,0,0,0,0,0,0,0,0,0,0
BEAM-7050,0,0,0,0,0,0,0,2,0,2
BEAM-7048,0,0,1,0,0,0,0,0,0,1
BEAM-7045,0,0,3,0,0,1,0,0,0,4
BEAM-7044,0,0,1,0,0,0,0,0,0,1
BEAM-7043,0,0,0,0,0,0,0,0,0,0
BEAM-7029,0,0,0,0,0,0,0,1,0,1
BEAM-7026,0,0,0,0,1,0,0,1,1,2
BEAM-7025,0,0,0,0,2,0,0,3,1,5
BEAM-7023,0,0,0,0,0,0,0,0,0,0
BEAM-7021,0,0,0,0,0,0,0,0,0,0
BEAM-7019,0,0,0,0,0,0,0,0,0,0
BEAM-7018,0,0,0,0,0,0,0,0,0,0
BEAM-7013,0,0,0,0,0,1,0,0,0,1
BEAM-7012,0,0,0,0,0,0,0,0,0,0
BEAM-7006,0,0,0,0,0,0,0,0,0,0
BEAM-6965,0,0,0,0,0,0,0,0,0,0
BEAM-6956,0,0,0,0,0,0,0,0,0,0
BEAM-6921,0,0,1,0,0,0,0,0,0,1
BEAM-6916,0,0,1,0,0,0,0,0,0,1
BEAM-6891,0,0,0,0,0,0,0,0,0,0
BEAM-6887,0,0,1,0,0,0,0,0,0,1
BEAM-6880,0,0,1,0,0,0,0,0,0,1
BEAM-6872,0,0,0,0,0,0,0,0,0,0
BEAM-6868,0,0,0,0,0,0,0,0,0,0
BEAM-6841,0,0,1,0,0,0,0,0,0,1
BEAM-6834,0,0,1,0,0,0,0,0,0,1
BEAM-6833,0,0,0,0,0,0,0,2,0,2
BEAM-6832,0,0,0,1,0,0,0,1,1,2
BEAM-6826,0,0,0,0,0,0,0,3,0,3
BEAM-6825,0,0,1,0,0,1,0,0,0,2
BEAM-6824,0,0,1,0,0,0,0,0,0,1
BEAM-6807,0,0,1,0,0,0,0,0,0,1
BEAM-6788,0,0,0,0,0,0,0,0,0,0
BEAM-6782,0,0,0,0,0,0,0,0,0,0
BEAM-6778,0,0,1,0,0,0,0,0,0,1
BEAM-6761,0,0,0,0,0,0,0,0,0,0
BEAM-6758,0,0,0,0,0,1,0,0,0,1
BEAM-6734,0,0,0,0,0,0,0,0,0,0
BEAM-6730,0,0,0,0,0,0,0,1,0,1
BEAM-6729,0,0,1,0,0,0,0,0,0,1
BEAM-6728,0,0,0,1,0,0,0,0,0,1
BEAM-6727,0,0,0,0,0,0,0,0,0,0
BEAM-6717,0,0,0,0,0,0,0,0,0,0
BEAM-6716,0,0,0,0,0,0,0,0,0,0
BEAM-6710,0,0,0,0,0,0,0,0,0,0
BEAM-6697,0,0,1,0,0,1,0,0,0,2
BEAM-6696,0,0,0,0,0,0,0,0,0,0
BEAM-6695,0,0,0,0,0,0,0,0,0,0
BEAM-6694,0,0,0,0,0,0,0,0,0,0
BEAM-6693,0,0,0,0,0,0,0,0,0,0
BEAM-6677,0,0,1,0,0,0,0,0,0,1
BEAM-6671,0,0,0,0,0,0,0,0,0,0
BEAM-6655,0,0,0,0,0,0,0,0,0,0
BEAM-6654,0,0,0,0,0,0,0,0,0,0
BEAM-6653,0,0,0,0,0,0,0,0,0,0
BEAM-6651,0,0,0,0,0,1,0,0,0,1
BEAM-6636,0,0,0,0,0,0,0,0,0,0
BEAM-6629,1,0,1,0,0,0,0,0,0,2
BEAM-6626,0,0,0,0,0,0,0,2,0,2
BEAM-6622,0,0,0,0,0,0,0,0,0,0
BEAM-6612,0,0,0,0,0,0,0,0,0,0
BEAM-6610,1,1,0,0,0,0,0,2,1,4
BEAM-6597,0,0,2,0,0,0,0,1,0,3
BEAM-6594,0,0,0,0,0,1,0,0,0,1
BEAM-6588,0,0,0,0,0,1,0,0,0,1
BEAM-6587,0,0,0,0,0,0,0,1,0,1
BEAM-6586,0,0,1,0,0,0,0,0,0,1
BEAM-6551,0,0,1,0,0,0,0,0,0,1
BEAM-6549,0,1,0,0,0,0,0,0,0,1
BEAM-6546,0,0,0,0,1,0,0,0,0,1
BEAM-6543,0,0,0,0,0,0,0,0,0,0
BEAM-6538,0,0,0,0,0,0,0,0,0,0
BEAM-6523,0,0,0,0,0,1,0,0,0,1
BEAM-6509,0,0,0,0,0,0,0,0,0,0
BEAM-6505,0,0,1,0,0,0,0,0,1,1
BEAM-6504,0,0,0,0,0,1,0,0,0,1
BEAM-6500,0,0,1,0,0,1,0,0,0,2
BEAM-6495,0,0,0,0,0,0,0,0,0,0
BEAM-6490,0,0,0,0,0,0,0,0,0,0
BEAM-6488,0,0,1,0,0,1,0,0,0,2
BEAM-6486,0,0,1,0,0,0,0,0,0,1
BEAM-6485,0,0,1,0,0,1,0,0,0,2
BEAM-6480,0,0,0,0,0,0,0,0,0,0
BEAM-6467,0,1,0,0,0,1,0,1,0,3
BEAM-6464,0,0,0,0,0,0,0,2,0,2
BEAM-6462,0,0,0,0,0,0,0,0,0,0
BEAM-6456,0,0,1,0,0,0,0,0,0,1
BEAM-6455,0,0,1,0,0,2,0,0,0,3
BEAM-6439,0,0,1,0,0,0,0,0,0,1
BEAM-6435,0,0,0,0,0,1,0,0,0,1
BEAM-6431,0,0,1,0,0,0,0,0,0,1
BEAM-6422,0,0,0,0,0,1,0,1,0,2
BEAM-6406,0,0,1,0,0,0,0,0,0,1
BEAM-6404,0,0,1,0,0,0,0,0,0,1
BEAM-6402,0,0,1,0,0,1,0,0,0,2
BEAM-6394,0,0,0,0,0,1,0,0,0,1
BEAM-6392,0,0,0,0,0,1,0,0,0,1
BEAM-6390,0,0,0,0,0,0,0,0,0,0
BEAM-6379,0,0,1,0,0,0,0,0,0,1
BEAM-6365,0,0,1,0,0,1,0,0,0,2
BEAM-6327,0,0,0,0,0,0,0,1,0,1
BEAM-6304,0,0,0,0,0,0,0,1,0,1
BEAM-6296,0,0,1,0,0,0,0,0,0,1
BEAM-6294,0,0,0,0,0,0,0,0,0,0
BEAM-6269,0,0,0,0,0,0,0,0,0,0
BEAM-6265,0,0,0,0,0,0,0,0,1,0
BEAM-6261,0,0,0,0,1,0,0,0,0,1
BEAM-6260,0,0,0,0,0,0,0,0,0,0
BEAM-6255,0,0,0,0,0,0,0,0,0,0
BEAM-6239,0,0,0,0,0,1,0,0,0,1
BEAM-6228,0,0,0,0,0,0,0,0,0,0
BEAM-6226,0,0,0,0,0,2,0,3,0,5
BEAM-6191,0,0,0,0,0,0,0,0,0,0
BEAM-6163,0,0,1,0,0,0,0,0,0,1
BEAM-6161,0,0,0,0,0,0,0,0,0,0
BEAM-6148,0,0,0,0,0,0,0,1,0,1
BEAM-6138,0,0,1,0,0,0,0,0,0,1
BEAM-6133,0,0,0,0,0,0,0,0,0,0
BEAM-6128,0,0,0,0,0,1,0,0,0,1
BEAM-6119,0,0,0,0,0,0,0,1,0,1
BEAM-6112,0,0,0,0,1,0,0,2,0,3
BEAM-6109,0,0,1,0,0,0,0,0,0,1
BEAM-6097,0,0,0,0,0,0,0,0,0,0
BEAM-6095,0,0,0,0,0,0,0,0,0,0
BEAM-6081,0,0,1,0,0,0,0,0,0,1
BEAM-6071,0,0,0,0,0,0,0,0,0,0
BEAM-6017,0,0,0,0,0,0,0,0,0,0
BEAM-6000,0,0,0,0,0,0,0,0,0,0
BEAM-5980,0,0,1,0,0,0,0,0,0,1
BEAM-5972,0,1,0,0,0,1,0,0,0,2
BEAM-5964,0,0,0,0,0,0,0,0,0,0
BEAM-5947,0,0,0,0,0,0,0,1,0,1
BEAM-5852,0,0,0,0,0,0,0,0,0,0
BEAM-5851,0,0,0,0,0,0,0,0,0,0
BEAM-5850,0,0,0,0,0,0,0,0,0,0
BEAM-5819,0,0,0,0,0,0,0,1,1,1
BEAM-5817,0,0,0,0,0,1,0,0,0,1
BEAM-5806,0,0,0,0,0,1,0,0,0,1
BEAM-5798,0,0,0,0,0,0,0,0,0,0
BEAM-5757,0,0,0,0,0,0,0,0,0,0
BEAM-5654,0,0,0,0,0,0,0,0,0,0
BEAM-5644,0,0,0,0,0,0,0,0,0,0
BEAM-5635,0,0,0,0,0,0,0,0,0,0
BEAM-5605,0,0,0,0,0,0,0,0,0,0
BEAM-5604,0,0,0,0,0,0,0,2,0,2
BEAM-5602,0,0,0,0,0,1,0,2,0,3
BEAM-5601,0,0,0,0,0,0,0,3,0,3
BEAM-5600,0,0,0,0,0,1,0,3,0,4
BEAM-5599,0,0,0,0,0,0,0,1,0,1
BEAM-5596,0,0,0,0,0,0,0,0,0,0
BEAM-5504,0,0,0,0,0,0,0,0,0,0
BEAM-5492,0,0,3,0,0,1,0,2,0,6
BEAM-5441,0,0,0,0,0,0,0,0,0,0
BEAM-5440,0,0,1,0,0,0,0,0,0,1
BEAM-5431,0,0,0,0,0,0,0,0,0,0
BEAM-5419,0,0,0,0,0,0,0,0,0,0
BEAM-5363,0,0,0,2,0,0,0,2,0,4
BEAM-5362,0,0,0,0,0,0,0,0,0,0
BEAM-5361,0,0,0,0,0,0,0,0,0,0
BEAM-5360,0,0,0,0,0,0,0,0,0,0
BEAM-5359,0,0,0,0,0,0,0,0,0,0
BEAM-5358,0,0,0,0,0,0,0,0,0,0
BEAM-5325,0,0,0,0,0,0,0,0,0,0
BEAM-5312,0,0,1,0,0,1,0,0,0,2
BEAM-5288,0,0,1,0,0,1,0,0,0,2
BEAM-5239,0,0,0,0,0,0,0,0,0,0
BEAM-5207,0,0,2,0,0,0,0,0,0,2
BEAM-5187,0,0,0,0,0,0,0,0,0,0
BEAM-5167,0,0,1,0,0,0,0,0,0,1
BEAM-5166,0,0,0,0,0,0,0,0,0,0
BEAM-5148,0,0,1,0,0,0,0,0,0,1
BEAM-5114,0,0,0,0,0,0,0,0,0,0
BEAM-5093,0,0,1,0,0,0,0,1,0,2
BEAM-5075,0,0,1,0,0,0,0,0,0,1
BEAM-5051,0,0,0,0,0,0,0,0,0,0
BEAM-4828,0,0,0,0,0,0,0,0,0,0
BEAM-4823,0,0,1,0,0,0,0,1,0,2
BEAM-4822,0,0,0,0,0,0,0,2,0,2
BEAM-4807,0,0,0,0,0,0,0,0,0,0
BEAM-4797,0,0,0,0,0,0,0,0,0,0
BEAM-4792,0,0,0,0,0,0,0,1,0,1
BEAM-4774,0,0,1,0,0,0,0,0,0,1
BEAM-4746,0,0,0,0,0,1,0,1,0,2
BEAM-4721,0,0,0,0,0,0,0,0,0,0
BEAM-4720,0,0,0,1,0,1,0,1,1,3
BEAM-4719,0,0,0,0,0,0,0,0,0,0
BEAM-4714,0,0,0,2,0,0,0,1,0,3
BEAM-4713,0,0,0,0,0,0,0,0,0,0
BEAM-4703,0,0,0,0,0,0,0,2,0,2
BEAM-4702,1,0,0,0,0,0,0,4,0,5
BEAM-4701,0,0,1,0,0,0,0,1,0,2
BEAM-4698,0,0,0,0,1,0,0,0,0,1
BEAM-4695,0,0,1,0,0,0,0,0,0,1
BEAM-4689,0,0,0,0,0,0,0,0,0,0
BEAM-4688,0,0,0,0,0,0,0,2,0,2
BEAM-4687,0,0,0,0,0,0,0,0,0,0
BEAM-4684,0,0,0,0,0,0,0,0,0,0
BEAM-4677,0,0,0,0,0,0,0,0,0,0
BEAM-4676,0,0,0,0,0,0,0,0,0,0
BEAM-4652,0,0,0,0,0,0,0,0,0,0
BEAM-4651,0,0,1,0,0,0,0,0,0,1
BEAM-4650,0,0,1,0,0,1,0,0,0,2
BEAM-4641,0,0,1,0,0,0,0,0,0,1
BEAM-4640,0,0,1,0,0,0,0,0,0,1
BEAM-4626,0,0,1,0,0,0,0,0,0,1
BEAM-4615,0,0,1,0,0,0,0,0,0,1
BEAM-4601,0,0,0,0,0,0,0,0,0,0
BEAM-4594,0,0,1,1,0,0,0,0,0,2
BEAM-4575,0,0,0,0,0,0,0,2,0,2
BEAM-4566,0,0,0,0,0,0,0,3,1,3
BEAM-4550,0,0,0,0,0,0,0,0,0,0
BEAM-4546,0,0,0,0,0,0,0,0,0,0
BEAM-4532,0,0,0,0,0,0,0,0,0,0
BEAM-4497,0,0,1,0,0,0,0,0,0,1
BEAM-4471,0,0,0,0,0,0,0,0,0,0
